Country,Year,Subcommodity,Production (in tonnes),Source
Norway,2005,ilmenite,810000,USGS
Norway,2005,ilmenite and leucoxene,810000,USGS
Norway,2005,rutile,0,USGS
Norway,2005,titanium ores and concentrates,810000,USGS
Norway,2006,ilmenite,850000,USGS
Norway,2006,ilmenite and leucoxene,850000,USGS
Norway,2006,rutile,0,USGS
Norway,2006,titanium ores and concentrates,850000,USGS
Norway,2007,ilmenite,882000,USGS
Norway,2007,ilmenite and leucoxene,882000,USGS
Norway,2007,rutile,0,USGS
Norway,2007,titanium ores and concentrates,882000,USGS
Norway,2008,ilmenite,915000,USGS
Norway,2008,ilmenite and leucoxene,915000,USGS
Norway,2008,rutile,0,USGS
Norway,2008,titanium ores and concentrates,915000,USGS
Norway,2009,ilmenite,671000,USGS
Norway,2009,ilmenite and leucoxene,671000,USGS
Norway,2009,rutile,0,USGS
Norway,2009,titanium ores and concentrates,671000,USGS
Norway,2010,ilmenite,864000,USGS
Norway,2010,ilmenite and leucoxene,864000,USGS
Norway,2010,rutile,0,USGS
Norway,2010,titanium ores and concentrates,864000,USGS
Norway,2011,ilmenite,869000,USGS
Norway,2011,ilmenite and leucoxene,869000,USGS
Norway,2011,rutile,0,USGS
Norway,2011,titanium ores and concentrates,869000,USGS
Norway,2012,ilmenite,831000,USGS
Norway,2012,ilmenite and leucoxene,831000,USGS
Norway,2012,rutile,0,USGS
Norway,2012,titanium ores and concentrates,831000,USGS
Norway,2013,ilmenite,826000,USGS
Norway,2013,ilmenite and leucoxene,826000,USGS
Norway,2013,rutile,0,USGS
Norway,2013,titanium ores and concentrates,826000,USGS
Norway,2014,ilmenite,864000,USGS
Norway,2014,ilmenite and leucoxene,864000,USGS
Norway,2014,rutile,0,USGS
Norway,2014,titanium ores and concentrates,864000,USGS
Norway,2015,ilmenite,630000,USGS
Norway,2015,ilmenite and leucoxene,630000,USGS
Norway,2015,rutile,0,USGS
Norway,2015,titanium ores and concentrates,630000,USGS
Norway,2016,ilmenite,590000,USGS
Norway,2016,ilmenite and leucoxene,590000,USGS
Norway,2016,rutile,0,USGS
Norway,2016,titanium ores and concentrates,590000,USGS
Norway,2017,ilmenite,760000,USGS
Norway,2017,ilmenite and leucoxene,760000,USGS
Norway,2017,rutile,0,USGS
Norway,2017,titanium ores and concentrates,760000,USGS
Norway,2018,ilmenite,600000,USGS
Norway,2018,ilmenite and leucoxene,600000,USGS
Norway,2018,rutile,0,USGS
Norway,2018,titanium ores and concentrates,600000,USGS
Norway,2019,ilmenite,720000,USGS
Norway,2019,ilmenite and leucoxene,720000,USGS
Norway,2019,rutile,0,USGS
Norway,2019,titanium ores and concentrates,720000,USGS
Norway,2020,ilmenite,820000,USGS
Norway,2020,ilmenite and leucoxene,820000,USGS
Norway,2020,rutile,0,USGS
Norway,2020,titanium ores and concentrates,820000,USGS
Norway,2021,ilmenite,780000,USGS
Norway,2021,ilmenite and leucoxene,780000,USGS
Norway,2021,rutile,0,USGS
Norway,2021,titanium ores and concentrates,780000,USGS
Norway,2022,ilmenite,690000,USGS
Norway,2022,ilmenite and leucoxene,690000,USGS
Norway,2022,rutile,0,USGS
Norway,2022,titanium ores and concentrates,690000,USGS
Portugal,1950,ilmenite and leucoxene,73,USGS
Portugal,1950,titanium ores and concentrates,73,USGS
Portugal,1951,ilmenite and leucoxene,186,USGS
Portugal,1951,titanium ores and concentrates,186,USGS
Portugal,1952,ilmenite and leucoxene,476,USGS
Portugal,1952,titanium ores and concentrates,476,USGS
Portugal,1953,ilmenite and leucoxene,746,USGS
Portugal,1953,titanium ores and concentrates,746,USGS
Portugal,1954,ilmenite and leucoxene,563,USGS
Portugal,1954,titanium ores and concentrates,563,USGS
Portugal,1955,ilmenite and leucoxene,866,USGS
Portugal,1955,titanium ores and concentrates,866,USGS
Portugal,1956,ilmenite and leucoxene,679,USGS
Portugal,1956,titanium ores and concentrates,679,USGS
Portugal,1957,ilmenite and leucoxene,388,USGS
Portugal,1957,titanium ores and concentrates,388,USGS
Portugal,1958,ilmenite and leucoxene,506,USGS
Portugal,1958,titanium ores and concentrates,506,USGS
Portugal,1959,ilmenite and leucoxene,2113,USGS
Portugal,1959,titanium ores and concentrates,2113,USGS
Portugal,1960,ilmenite and leucoxene,1002,USGS
Portugal,1960,titanium ores and concentrates,1002,USGS
Portugal,1961,ilmenite and leucoxene,109,USGS
Portugal,1961,titanium ores and concentrates,109,USGS
Portugal,1962,ilmenite and leucoxene,75,USGS
Portugal,1962,titanium ores and concentrates,75,USGS
Portugal,1963,ilmenite and leucoxene,45,USGS
Portugal,1963,titanium ores and concentrates,45,USGS
Portugal,1964,ilmenite and leucoxene,63,USGS
Portugal,1964,titanium ores and concentrates,63,USGS
Portugal,1965,ilmenite and leucoxene,83,USGS
Portugal,1965,titanium ores and concentrates,83,USGS
Portugal,1966,ilmenite and leucoxene,530,USGS
Portugal,1966,titanium ores and concentrates,530,USGS
Portugal,1967,ilmenite and leucoxene,590,USGS
Portugal,1967,titanium ores and concentrates,590,USGS
Portugal,1968,ilmenite and leucoxene,666,USGS
Portugal,1968,titanium ores and concentrates,666,USGS
Portugal,1969,ilmenite and leucoxene,227,USGS
Portugal,1969,titanium ores and concentrates,227,USGS
Portugal,1970,ilmenite and leucoxene,262,USGS
Portugal,1970,titanium ores and concentrates,262,USGS
Portugal,1971,ilmenite and leucoxene,981,USGS
Portugal,1971,titanium ores and concentrates,981,USGS
Portugal,1972,ilmenite and leucoxene,829,USGS
Portugal,1972,titanium ores and concentrates,829,USGS
Portugal,1973,ilmenite and leucoxene,672,USGS
Portugal,1973,titanium ores and concentrates,672,USGS
Portugal,1974,ilmenite and leucoxene,302,USGS
Portugal,1974,titanium ores and concentrates,302,USGS
Portugal,1975,ilmenite and leucoxene,234,USGS
Portugal,1975,titanium ores and concentrates,234,USGS
Portugal,1976,ilmenite and leucoxene,405,USGS
Portugal,1976,titanium ores and concentrates,405,USGS
Portugal,1977,ilmenite and leucoxene,252,USGS
Portugal,1977,titanium ores and concentrates,252,USGS
Portugal,1978,ilmenite and leucoxene,358,USGS
Portugal,1978,titanium ores and concentrates,358,USGS
Portugal,1979,ilmenite and leucoxene,295,USGS
Portugal,1979,titanium ores and concentrates,295,USGS
Portugal,1980,ilmenite and leucoxene,258,USGS
Portugal,1980,titanium ores and concentrates,258,USGS
Portugal,1981,ilmenite and leucoxene,441,USGS
Portugal,1981,titanium ores and concentrates,441,USGS
Portugal,1982,ilmenite and leucoxene,520,USGS
Portugal,1982,titanium ores and concentrates,520,USGS
Portugal,1983,ilmenite and leucoxene,298,USGS
Portugal,1983,titanium ores and concentrates,298,USGS
Portugal,1984,ilmenite and leucoxene,181,USGS
Portugal,1984,titanium ores and concentrates,181,USGS
Portugal,1985,ilmenite and leucoxene,227,USGS
Portugal,1985,titanium ores and concentrates,227,USGS
Portugal,1986,ilmenite and leucoxene,232,USGS
Portugal,1986,titanium ores and concentrates,232,USGS
Portugal,1987,ilmenite and leucoxene,141,USGS
Portugal,1987,titanium ores and concentrates,141,USGS
Portugal,1988,ilmenite and leucoxene,59,USGS
Portugal,1988,titanium ores and concentrates,59,USGS
Portugal,1989,ilmenite and leucoxene,111,USGS
Portugal,1989,titanium ores and concentrates,111,USGS
Portugal,1990,ilmenite and leucoxene,45,USGS
Portugal,1990,titanium ores and concentrates,45,USGS
Portugal,1991,ilmenite and leucoxene,40,USGS
Portugal,1991,titanium ores and concentrates,40,USGS
Portugal,1992,ilmenite and leucoxene,50,USGS
Portugal,1992,titanium ores and concentrates,50,USGS
Portugal,1993,ilmenite and leucoxene,25,USGS
Portugal,1993,titanium ores and concentrates,25,USGS
Portugal,1994,ilmenite and leucoxene,20,USGS
Portugal,1994,titanium ores and concentrates,20,USGS
Russia,1950,ilmenite and leucoxene,0,USGS
Russia,1950,titanium ores and concentrates,0,USGS
Russia,1951,ilmenite and leucoxene,0,USGS
Russia,1951,titanium ores and concentrates,0,USGS
Russia,1952,ilmenite and leucoxene,0,USGS
Russia,1952,titanium ores and concentrates,0,USGS
Russia,1953,ilmenite and leucoxene,0,USGS
Russia,1953,titanium ores and concentrates,0,USGS
Russia,1954,ilmenite and leucoxene,0,USGS
Russia,1954,titanium ores and concentrates,0,USGS
Russia,1955,ilmenite and leucoxene,0,USGS
Russia,1955,titanium ores and concentrates,0,USGS
Russia,1956,ilmenite and leucoxene,0,USGS
Russia,1956,titanium ores and concentrates,0,USGS
Russia,1957,ilmenite and leucoxene,0,USGS
Russia,1957,titanium ores and concentrates,0,USGS
Russia,1958,ilmenite and leucoxene,0,USGS
Russia,1958,titanium ores and concentrates,0,USGS
Russia,1959,ilmenite and leucoxene,0,USGS
Russia,1959,titanium ores and concentrates,0,USGS
Russia,1960,ilmenite and leucoxene,0,USGS
Russia,1960,titanium ores and concentrates,0,USGS
Russia,1961,ilmenite and leucoxene,0,USGS
Russia,1961,titanium ores and concentrates,0,USGS
Russia,1962,ilmenite and leucoxene,0,USGS
Russia,1962,titanium ores and concentrates,0,USGS
Russia,1963,ilmenite and leucoxene,0,USGS
Russia,1963,titanium ores and concentrates,0,USGS
Russia,1964,ilmenite and leucoxene,0,USGS
Russia,1964,titanium ores and concentrates,0,USGS
Russia,1965,ilmenite and leucoxene,0,USGS
Russia,1965,titanium ores and concentrates,0,USGS
Russia,1966,ilmenite and leucoxene,0,USGS
Russia,1966,titanium ores and concentrates,0,USGS
Russia,1967,ilmenite and leucoxene,0,USGS
Russia,1967,titanium ores and concentrates,0,USGS
Russia,1968,ilmenite and leucoxene,0,USGS
Russia,1968,titanium ores and concentrates,0,USGS
Russia,1969,ilmenite and leucoxene,0,USGS
Russia,1969,titanium ores and concentrates,0,USGS
Russia,1970,ilmenite and leucoxene,0,USGS
Russia,1970,titanium ores and concentrates,0,USGS
Russia,1971,ilmenite and leucoxene,0,USGS
Russia,1971,titanium ores and concentrates,0,USGS
Russia,1972,ilmenite and leucoxene,0,USGS
Russia,1972,titanium ores and concentrates,0,USGS
Russia,1973,ilmenite and leucoxene,0,USGS
Russia,1973,titanium ores and concentrates,0,USGS
Russia,1974,ilmenite and leucoxene,0,USGS
Russia,1974,titanium ores and concentrates,0,USGS
Russia,1975,ilmenite and leucoxene,0,USGS
Russia,1975,titanium ores and concentrates,0,USGS
Russia,1976,ilmenite and leucoxene,0,USGS
Russia,1976,titanium ores and concentrates,0,USGS
Russia,1977,ilmenite and leucoxene,0,USGS
Russia,1977,titanium ores and concentrates,0,USGS
Russia,1978,ilmenite and leucoxene,0,USGS
Russia,1978,titanium ores and concentrates,0,USGS
Russia,1979,ilmenite and leucoxene,0,USGS
Russia,1979,titanium ores and concentrates,0,USGS
Russia,1980,ilmenite and leucoxene,0,USGS
Russia,1980,titanium ores and concentrates,0,USGS
Russia,1981,ilmenite and leucoxene,0,USGS
Russia,1981,titanium ores and concentrates,0,USGS
Russia,1982,ilmenite and leucoxene,0,USGS
Russia,1982,titanium ores and concentrates,0,USGS
Russia,1983,ilmenite and leucoxene,0,USGS
Russia,1983,titanium ores and concentrates,0,USGS
Russia,1984,ilmenite and leucoxene,0,USGS
Russia,1984,titanium ores and concentrates,0,USGS
Russia,1985,ilmenite and leucoxene,0,USGS
Russia,1985,titanium ores and concentrates,0,USGS
Russia,1986,ilmenite and leucoxene,0,USGS
Russia,1986,titanium ores and concentrates,0,USGS
Russia,1987,ilmenite and leucoxene,0,USGS
Russia,1987,titanium ores and concentrates,0,USGS
Russia,1988,ilmenite and leucoxene,0,USGS
Russia,1988,titanium ores and concentrates,0,USGS
Russia,1989,ilmenite and leucoxene,0,USGS
Russia,1989,titanium ores and concentrates,0,USGS
Russia,1990,ilmenite and leucoxene,0,USGS
Russia,1990,titanium ores and concentrates,0,USGS
Russia,1991,ilmenite and leucoxene,0,USGS
Russia,1991,titanium ores and concentrates,0,USGS
Russia,1992,ilmenite and leucoxene,0,USGS
Russia,1992,titanium ores and concentrates,0,USGS
Russia,1993,ilmenite and leucoxene,0,USGS
Russia,1993,titanium ores and concentrates,0,USGS
Russia,1994,ilmenite and leucoxene,0,USGS
Russia,1994,titanium ores and concentrates,0,USGS
Russia,1995,ilmenite and leucoxene,0,USGS
Russia,1995,titanium ores and concentrates,0,USGS
Russia,1996,ilmenite and leucoxene,0,USGS
Russia,1996,titanium ores and concentrates,0,USGS
Russia,1997,ilmenite and leucoxene,0,USGS
Russia,1997,titanium ores and concentrates,0,USGS
Russia,1998,ilmenite and leucoxene,0,USGS
Russia,1998,titanium ores and concentrates,0,USGS
Russia,1999,ilmenite and leucoxene,0,USGS
Russia,1999,titanium ores and concentrates,0,USGS
Russia,2000,ilmenite and leucoxene,0,USGS
Russia,2000,titanium ores and concentrates,0,USGS
Russia,2001,ilmenite and leucoxene,0,USGS
Russia,2001,titanium ores and concentrates,0,USGS
Russia,2002,ilmenite and leucoxene,0,USGS
Russia,2002,titanium ores and concentrates,0,USGS
Russia,2003,ilmenite and leucoxene,0,USGS
Russia,2003,titanium ores and concentrates,0,USGS
Russia,2004,ilmenite and leucoxene,0,USGS
Russia,2004,titanium ores and concentrates,0,USGS
Russia,2005,ilmenite and leucoxene,0,USGS
Russia,2005,titanium ores and concentrates,0,USGS
Russia,2006,ilmenite and leucoxene,0,USGS
Russia,2006,titanium ores and concentrates,0,USGS
Russia,2007,ilmenite and leucoxene,0,USGS
Russia,2007,titanium ores and concentrates,0,USGS
Russia,2008,ilmenite and leucoxene,0,USGS
Russia,2008,titanium ores and concentrates,0,USGS
Russia,2009,ilmenite and leucoxene,0,USGS
Russia,2009,titanium ores and concentrates,0,USGS
Russia,2010,ilmenite and leucoxene,0,USGS
Russia,2010,titanium ores and concentrates,0,USGS
Russia,2011,ilmenite and leucoxene,63490,USGS
Russia,2011,titanium ores and concentrates,63490,USGS
Russia,2012,ilmenite and leucoxene,125000,USGS
Russia,2012,titanium ores and concentrates,125000,USGS
Russia,2013,ilmenite and leucoxene,150458,USGS
Russia,2013,titanium ores and concentrates,150458,USGS
Russia,2014,ilmenite and leucoxene,178426,USGS
Russia,2014,titanium ores and concentrates,178426,USGS
Russia,2015,ilmenite and leucoxene,193236,USGS
Russia,2015,titanium ores and concentrates,193236,USGS
Russia,2016,ilmenite and leucoxene,18900,USGS
Russia,2016,titanium ores and concentrates,18900,USGS
Russia,2017,ilmenite and leucoxene,2900,USGS
Russia,2017,titanium ores and concentrates,2900,USGS
Russia,2018,ilmenite and leucoxene,3000,USGS
Russia,2018,titanium ores and concentrates,3000,USGS
Russia,2019,ilmenite and leucoxene,3100,USGS
Russia,2019,titanium ores and concentrates,3100,USGS
Russia,2020,ilmenite and leucoxene,3000,USGS
Russia,2020,titanium ores and concentrates,3000,USGS
Russia,2021,ilmenite and leucoxene,3000,USGS
Russia,2021,titanium ores and concentrates,3000,USGS
Russia,2022,ilmenite and leucoxene,3000,USGS
Russia,2022,titanium ores and concentrates,3000,USGS
Senegal,1950,ilmenite and leucoxene,869,USGS
Senegal,1950,rutile,0,USGS
Senegal,1950,titanium ores and concentrates,869,USGS
Senegal,1951,ilmenite and leucoxene,4308,USGS
Senegal,1951,rutile,3,USGS
Senegal,1951,titanium ores and concentrates,4311,USGS
Senegal,1952,ilmenite and leucoxene,5095,USGS
Senegal,1952,rutile,29,USGS
Senegal,1952,titanium ores and concentrates,5124,USGS
Senegal,1953,ilmenite and leucoxene,6358,USGS
Senegal,1953,rutile,0,USGS
Senegal,1953,titanium ores and concentrates,6358,USGS
Senegal,1954,ilmenite and leucoxene,13779,USGS
Senegal,1954,rutile,0,USGS
Senegal,1954,titanium ores and concentrates,13779,USGS
Senegal,1955,ilmenite and leucoxene,25680,USGS
Senegal,1955,rutile,0,USGS
Senegal,1955,titanium ores and concentrates,25680,USGS
Senegal,1956,ilmenite and leucoxene,22156,USGS
Senegal,1956,rutile,650,USGS
Senegal,1956,titanium ores and concentrates,22806,USGS
Senegal,1957,ilmenite and leucoxene,39573,USGS
Senegal,1957,rutile,243,USGS
Senegal,1957,titanium ores and concentrates,39816,USGS
Senegal,1958,ilmenite and leucoxene,36900,USGS
Senegal,1958,rutile,1157,USGS
Senegal,1958,titanium ores and concentrates,38057,USGS
Senegal,1959,ilmenite and leucoxene,32941,USGS
Senegal,1959,rutile,0,USGS
Senegal,1959,titanium ores and concentrates,32941,USGS
Senegal,1960,ilmenite and leucoxene,24159,USGS
Senegal,1960,rutile,0,USGS
Senegal,1960,titanium ores and concentrates,24159,USGS
Senegal,1961,ilmenite and leucoxene,19286,USGS
Senegal,1961,rutile,195,USGS
Senegal,1961,titanium ores and concentrates,19481,USGS
Senegal,1962,ilmenite and leucoxene,24727,USGS
Senegal,1962,rutile,811,USGS
Senegal,1962,titanium ores and concentrates,25538,USGS
Senegal,1963,ilmenite and leucoxene,13436,USGS
Senegal,1963,rutile,780,USGS
Senegal,1963,titanium ores and concentrates,14216,USGS
Senegal,1964,ilmenite and leucoxene,1455,USGS
Senegal,1964,rutile,60,USGS
Senegal,1964,titanium ores and concentrates,1515,USGS
Senegal,1965,ilmenite and leucoxene,0,USGS
Senegal,1965,rutile,0,USGS
Senegal,1965,titanium ores and concentrates,0,USGS
Senegal,1966,ilmenite and leucoxene,0,USGS
Senegal,1966,rutile,0,USGS
Senegal,1966,titanium ores and concentrates,0,USGS
Senegal,1967,ilmenite and leucoxene,0,USGS
Senegal,1967,rutile,0,USGS
Senegal,1967,titanium ores and concentrates,0,USGS
Senegal,1968,ilmenite and leucoxene,0,USGS
Senegal,1968,rutile,0,USGS
Senegal,1968,titanium ores and concentrates,0,USGS
Senegal,1969,ilmenite and leucoxene,0,USGS
Senegal,1969,rutile,0,USGS
Senegal,1969,titanium ores and concentrates,0,USGS
Senegal,1970,ilmenite and leucoxene,0,USGS
Senegal,1970,rutile,0,USGS
Senegal,1970,titanium ores and concentrates,0,USGS
Senegal,1971,ilmenite and leucoxene,0,USGS
Senegal,1971,rutile,0,USGS
Senegal,1971,titanium ores and concentrates,0,USGS
Senegal,1972,ilmenite and leucoxene,0,USGS
Senegal,1972,rutile,0,USGS
Senegal,1972,titanium ores and concentrates,0,USGS
Senegal,1973,ilmenite and leucoxene,0,USGS
Senegal,1973,rutile,0,USGS
Senegal,1973,titanium ores and concentrates,0,USGS
Senegal,1974,ilmenite and leucoxene,0,USGS
Senegal,1974,rutile,0,USGS
Senegal,1974,titanium ores and concentrates,0,USGS
Senegal,1975,ilmenite and leucoxene,0,USGS
Senegal,1975,rutile,0,USGS
Senegal,1975,titanium ores and concentrates,0,USGS
Senegal,1976,ilmenite and leucoxene,0,USGS
Senegal,1976,rutile,0,USGS
Senegal,1976,titanium ores and concentrates,0,USGS
Senegal,1977,ilmenite and leucoxene,0,USGS
Senegal,1977,rutile,0,USGS
Senegal,1977,titanium ores and concentrates,0,USGS
Senegal,1978,ilmenite and leucoxene,0,USGS
Senegal,1978,rutile,0,USGS
Senegal,1978,titanium ores and concentrates,0,USGS
Senegal,1979,ilmenite and leucoxene,0,USGS
Senegal,1979,rutile,0,USGS
Senegal,1979,titanium ores and concentrates,0,USGS
Senegal,1980,ilmenite and leucoxene,0,USGS
Senegal,1980,rutile,0,USGS
Senegal,1980,titanium ores and concentrates,0,USGS
Senegal,1981,ilmenite and leucoxene,0,USGS
Senegal,1981,rutile,0,USGS
Senegal,1981,titanium ores and concentrates,0,USGS
Senegal,1982,ilmenite and leucoxene,0,USGS
Senegal,1982,rutile,0,USGS
Senegal,1982,titanium ores and concentrates,0,USGS
Senegal,1983,ilmenite and leucoxene,0,USGS
Senegal,1983,rutile,0,USGS
Senegal,1983,titanium ores and concentrates,0,USGS
Senegal,1984,ilmenite and leucoxene,0,USGS
Senegal,1984,rutile,0,USGS
Senegal,1984,titanium ores and concentrates,0,USGS
Senegal,1985,ilmenite and leucoxene,0,USGS
Senegal,1985,rutile,0,USGS
Senegal,1985,titanium ores and concentrates,0,USGS
Senegal,1986,ilmenite and leucoxene,0,USGS
Senegal,1986,rutile,0,USGS
Senegal,1986,titanium ores and concentrates,0,USGS
Senegal,1987,ilmenite and leucoxene,0,USGS
Senegal,1987,rutile,0,USGS
Senegal,1987,titanium ores and concentrates,0,USGS
Senegal,1988,ilmenite and leucoxene,0,USGS
Senegal,1988,rutile,0,USGS
Senegal,1988,titanium ores and concentrates,0,USGS
Senegal,1989,ilmenite and leucoxene,0,USGS
Senegal,1989,rutile,0,USGS
Senegal,1989,titanium ores and concentrates,0,USGS
Senegal,1990,ilmenite and leucoxene,0,USGS
Senegal,1990,rutile,0,USGS
Senegal,1990,titanium ores and concentrates,0,USGS
Senegal,1991,ilmenite and leucoxene,0,USGS
Senegal,1991,rutile,0,USGS
Senegal,1991,titanium ores and concentrates,0,USGS
Senegal,1992,ilmenite and leucoxene,0,USGS
Senegal,1992,rutile,0,USGS
Senegal,1992,titanium ores and concentrates,0,USGS
Senegal,1993,ilmenite and leucoxene,0,USGS
Senegal,1993,rutile,0,USGS
Senegal,1993,titanium ores and concentrates,0,USGS
Senegal,1994,ilmenite and leucoxene,0,USGS
Senegal,1994,rutile,0,USGS
Senegal,1994,titanium ores and concentrates,0,USGS
Senegal,1995,ilmenite and leucoxene,0,USGS
Senegal,1995,rutile,0,USGS
Senegal,1995,titanium ores and concentrates,0,USGS
Senegal,1996,ilmenite and leucoxene,0,USGS
Senegal,1996,rutile,0,USGS
